Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Region,State,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Sales,Profit
ORD-17719,2024-12-26,2024-12-28,Same Day,CUST-7588,Consumer,West,Washington,Furniture,Desks,Standing Desk,883.79,1,0.0,883.79,81.48
ORD-17723,2022-11-15,2022-11-20,Standard Class,CUST-4112,Consumer,West,Oregon,Furniture,Desks,Corner Desk,278.19,2,0.0,556.38,70.91
ORD-17727,2023-01-01,2023-01-08,Standard Class,CUST-2325,Corporate,Central,Missouri,Furniture,Office Chairs,Gaming Chair,543.49,3,0.1,1467.42,188.41
ORD-17731,2024-03-18,2024-03-21,Second Class,CUST-3643,Consumer,East,Maryland,Technology,Electronics,Headphones,1672.45,2,0.0,3344.9,876.66
ORD-17732,2023-08-12,2023-08-15,Second Class,CUST-7686,Home Office,Central,Minnesota,Furniture,Desks,Writing Desk,1132.52,1,0.2,906.02,100.3
ORD-17733,2023-05-05,2023-05-10,Standard Class,CUST-2162,Corporate,South,North Carolina,Furniture,Office Chairs,Stool,504.06,1,0.1,453.65,55.86
ORD-17734,2023-07-17,2023-07-24,Standard Class,CUST-4658,Consumer,West,California,Technology,Electronics,Webcam,460.8,2,0.15,783.36,191.96
ORD-17736,2022-05-09,2022-05-11,Same Day,CUST-3435,Consumer,South,Georgia,Office Supplies,Stationery,Binder,14.72,3,0.2,35.33,8.52
ORD-17740,2022-11-03,2022-11-10,Standard Class,CUST-1851,Corporate,Central,Missouri,Technology,Electronics,USB-C Hub,1510.1,3,0.0,4530.3,711.22
ORD-17742,2024-02-09,2024-02-14,Standard Class,CUST-2723,Consumer,West,California,Technology,Accessories,Screen Protector,71.75,6,0.1,387.45,61.53
ORD-17744,2022-03-11,2022-03-17,Standard Class,CUST-8858,Consumer,East,Michigan,Technology,Phones,Smartphone Lite,667.11,5,0.2,2668.44,558.18
ORD-17748,2024-10-20,2024-10-27,Standard Class,CUST-1806,Consumer,Central,Missouri,Office Supplies,Paper,Envelope Pack,8.64,1,0.3,6.05,1.36
ORD-17753,2022-10-14,2022-10-21,Standard Class,CUST-2402,Corporate,West,Idaho,Technology,Accessories,Laptop Stand,37.12,3,0.15,94.66,16.34
ORD-17755,2021-09-19,2021-09-22,First Class,CUST-9405,Corporate,East,Massachusetts,Technology,Phones,Bluetooth Earbuds,620.97,1,0.3,434.68,101.86
ORD-17757,2022-04-02,2022-04-06,Second Class,CUST-2019,Consumer,West,Arizona,Furniture,Storage,Filing Cabinet,41.35,1,0.2,33.08,3.71
ORD-17759,2024-12-18,2024-12-18,Same Day,CUST-4413,Consumer,East,Ohio,Office Supplies,Stationery,Stapler,29.76,5,0.25,111.6,28.72
ORD-17760,2021-09-21,2021-09-28,Standard Class,CUST-2968,Consumer,South,Texas,Technology,Accessories,Charging Pad,113.16,2,0.2,181.06,27.87
ORD-17761,2024-07-28,2024-08-04,Standard Class,CUST-5980,Home Office,West,Washington,Furniture,Storage,Storage Box,285.12,2,0.05,541.73,36.54
ORD-17762,2022-05-13,2022-05-16,First Class,CUST-2167,Consumer,East,Ohio,Office Supplies,Binders,Document Wallet,18.72,2,0.05,35.57,9.6
ORD-17763,2023-08-11,2023-08-18,Standard Class,CUST-7631,Consumer,South,South Carolina,Office Supplies,Stationery,Binder,31.24,3,0.0,93.72,15.01
ORD-17767,2022-12-22,2022-12-25,First Class,CUST-7136,Home Office,South,Alabama,Office Supplies,Stationery,Highlighter Pack,17.0,1,0.0,17.0,3.55
ORD-17771,2023-07-28,2023-08-01,Second Class,CUST-1273,Consumer,South,Florida,Furniture,Desks,Corner Desk,532.4,3,0.1,1437.48,148.82
ORD-17776,2021-09-18,2021-09-25,Standard Class,CUST-1822,Consumer,West,Arizona,Office Supplies,Stationery,Highlighter Pack,29.06,5,0.2,116.24,23.58
ORD-17780,2021-06-21,2021-06-26,Standard Class,CUST-3262,Corporate,South,Florida,Furniture,Desks,L-Shaped Desk,1137.68,2,0.1,2047.82,194.63
ORD-17782,2022-01-20,2022-01-27,Standard Class,CUST-2388,Home Office,East,Massachusetts,Office Supplies,Binders,Ring Binder,25.32,1,0.0,25.32,7.27
ORD-17786,2021-06-16,2021-06-23,Standard Class,CUST-4436,Corporate,East,Virginia,Technology,Phones,Phone Case,597.58,5,0.0,2987.9,540.97
ORD-17788,2022-07-04,2022-07-08,Second Class,CUST-4305,Consumer,West,Nevada,Furniture,Office Chairs,Mesh Chair,865.8,6,0.15,4415.58,697.13
ORD-17791,2023-05-14,2023-05-20,Standard Class,CUST-6009,Consumer,South,Georgia,Technology,Accessories,Laptop Stand,74.09,1,0.0,74.09,9.25
ORD-17793,2023-10-07,2023-10-12,Standard Class,CUST-2983,Home Office,East,New York,Office Supplies,Binders,Clear Sleeve,15.69,2,0.2,25.1,5.97
ORD-17794,2023-01-13,2023-01-19,Standard Class,CUST-5866,Consumer,South,Alabama,Furniture,Storage,Display Rack,200.65,1,0.0,200.65,39.74
ORD-17796,2022-07-26,2022-07-31,Standard Class,CUST-6629,Consumer,West,Nevada,Technology,Electronics,SSD Drive,867.83,2,0.15,1475.31,229.3
ORD-17800,2023-12-18,2023-12-21,First Class,CUST-5137,Consumer,West,Utah,Technology,Accessories,Screen Protector,44.94,1,0.05,42.69,9.06
ORD-17805,2023-09-14,2023-09-21,Standard Class,CUST-7096,Home Office,South,North Carolina,Furniture,Office Chairs,Gaming Chair,236.36,4,0.3,661.81,83.16
ORD-17810,2023-03-21,2023-03-28,Standard Class,CUST-8403,Consumer,West,Idaho,Technology,Accessories,Laptop Stand,79.07,6,0.2,379.54,93.92
ORD-17812,2023-08-25,2023-08-30,Standard Class,CUST-7615,Corporate,Central,Iowa,Office Supplies,Paper,Envelope Pack,27.35,3,0.3,57.44,11.34
ORD-17816,2024-02-24,2024-02-28,First Class,CUST-5142,Consumer,South,Alabama,Technology,Accessories,Charging Pad,100.12,2,0.1,180.22,21.29
ORD-17820,2024-11-09,2024-11-15,Standard Class,CUST-2784,Corporate,West,Arizona,Furniture,Desks,Standing Desk,1165.81,2,0.1,2098.46,130.53
ORD-17821,2022-04-20,2022-04-25,Second Class,CUST-3668,Home Office,West,California,Office Supplies,Binders,Ring Binder,9.07,1,0.0,9.07,2.79
ORD-17823,2021-12-20,2021-12-27,Standard Class,CUST-6179,Consumer,West,Utah,Technology,Phones,Feature Phone,228.21,1,0.0,228.21,56.07
ORD-17827,2023-02-09,2023-02-15,Standard Class,CUST-3859,Corporate,Central,Illinois,Office Supplies,Stationery,Sticky Notes,22.14,5,0.0,110.7,31.03
ORD-17828,2024-01-10,2024-01-17,Standard Class,CUST-7196,Home Office,West,Nevada,Office Supplies,Stationery,Notebook,12.91,3,0.25,29.05,5.81
ORD-17832,2022-08-01,2022-08-06,Standard Class,CUST-3958,Consumer,West,Oregon,Office Supplies,Binders,Document Wallet,23.73,5,0.25,88.99,25.51
ORD-17836,2022-01-10,2022-01-14,First Class,CUST-7739,Consumer,West,Oregon,Technology,Accessories,Laptop Stand,98.02,1,0.3,68.61,9.62
ORD-17839,2021-12-20,2021-12-25,Second Class,CUST-4473,Consumer,South,Alabama,Technology,Accessories,Charging Pad,22.6,1,0.05,21.47,5.28
ORD-17844,2022-10-28,2022-10-28,Same Day,CUST-5064,Consumer,Central,Indiana,Office Supplies,Paper,Envelope Pack,32.31,6,0.0,193.86,61.48
ORD-17846,2023-09-15,2023-09-22,Standard Class,CUST-9776,Corporate,East,Ohio,Office Supplies,Stationery,Notebook,35.17,1,0.15,29.89,8.01
ORD-17851,2021-06-03,2021-06-08,Standard Class,CUST-6714,Corporate,South,Texas,Office Supplies,Binders,Document Wallet,24.52,2,0.0,49.04,8.29
ORD-17854,2022-12-13,2022-12-20,Standard Class,CUST-6249,Consumer,West,Idaho,Technology,Electronics,Laptop,1426.02,1,0.0,1426.02,295.94
ORD-17856,2023-04-16,2023-04-22,Standard Class,CUST-5449,Consumer,South,Texas,Furniture,Office Chairs,Executive Chair,663.41,2,0.0,1326.82,114.09
ORD-17859,2024-12-12,2024-12-17,Second Class,CUST-9156,Home Office,Central,Missouri,Office Supplies,Stationery,Pen Set,39.73,3,0.3,83.43,14.91
ORD-17864,2022-08-20,2022-08-23,First Class,CUST-9839,Corporate,West,Colorado,Office Supplies,Paper,Poster Paper,16.41,1,0.15,13.95,2.14
ORD-17866,2024-05-22,2024-05-27,Standard Class,CUST-9493,Corporate,West,Idaho,Furniture,Storage,Filing Cabinet,265.07,3,0.05,755.45,103.56
ORD-17869,2024-08-28,2024-09-01,Second Class,CUST-5789,Corporate,East,Pennsylvania,Furniture,Storage,Storage Box,274.32,2,0.0,548.64,95.95
ORD-17874,2023-12-06,2023-12-13,Standard Class,CUST-1875,Corporate,Central,Missouri,Office Supplies,Binders,Presentation Folder,19.73,1,0.25,14.8,4.07
ORD-17878,2022-11-02,2022-11-04,Same Day,CUST-1341,Consumer,West,California,Office Supplies,Stationery,Highlighter Pack,36.71,4,0.1,132.16,24.06
ORD-17883,2024-11-21,2024-11-27,Standard Class,CUST-2322,Corporate,Central,Indiana,Furniture,Desks,Corner Desk,213.03,2,0.0,426.06,58.0
ORD-17884,2023-12-06,2023-12-09,Second Class,CUST-8103,Corporate,South,Texas,Technology,Electronics,Laptop,1344.16,2,0.1,2419.49,617.04
ORD-17886,2023-05-23,2023-05-24,Same Day,CUST-2743,Consumer,Central,Arkansas,Furniture,Desks,Writing Desk,541.65,1,0.0,541.65,71.26
ORD-17890,2022-12-03,2022-12-08,Standard Class,CUST-7278,Corporate,East,New York,Technology,Phones,Smartphone Pro,99.52,5,0.1,447.84,55.78
ORD-17893,2024-04-18,2024-04-21,First Class,CUST-5130,Consumer,South,Louisiana,Technology,Electronics,Smart Speaker,924.06,1,0.1,831.65,143.1
ORD-17897,2024-08-16,2024-08-18,Same Day,CUST-1982,Consumer,West,California,Furniture,Desks,Standing Desk,364.52,1,0.3,255.16,14.68
ORD-17900,2021-02-24,2021-02-26,First Class,CUST-8021,Corporate,East,New York,Furniture,Desks,Foldable Desk,656.1,3,0.2,1574.64,128.56
ORD-17901,2022-07-08,2022-07-12,First Class,CUST-2361,Corporate,West,Colorado,Furniture,Desks,Foldable Desk,520.2,2,0.1,936.36,146.98
ORD-17902,2021-10-11,2021-10-16,Second Class,CUST-4473,Consumer,Central,Wisconsin,Office Supplies,Paper,Poster Paper,5.25,1,0.05,4.99,0.92
ORD-17906,2022-07-12,2022-07-17,Standard Class,CUST-2464,Consumer,East,Michigan,Technology,Phones,Smartphone Pro,980.55,3,0.2,2353.32,526.94
ORD-17908,2021-11-07,2021-11-13,Standard Class,CUST-4688,Home Office,East,New Jersey,Technology,Electronics,Headphones,951.97,1,0.0,951.97,263.79
ORD-17913,2021-12-21,2021-12-23,Same Day,CUST-7018,Corporate,Central,Illinois,Office Supplies,Binders,Document Wallet,26.12,4,0.0,104.48,17.91
ORD-17914,2021-02-16,2021-02-22,Standard Class,CUST-9696,Consumer,East,Connecticut,Office Supplies,Stationery,Pen Set,6.96,1,0.0,6.96,1.05
ORD-17919,2024-07-05,2024-07-12,Standard Class,CUST-7470,Home Office,Central,Iowa,Office Supplies,Paper,Cardstock,29.84,1,0.25,22.38,5.93
ORD-17922,2024-11-12,2024-11-18,Standard Class,CUST-4043,Consumer,West,Utah,Technology,Accessories,Screen Protector,70.42,1,0.25,52.81,7.7
ORD-17923,2024-11-16,2024-11-21,Standard Class,CUST-7320,Corporate,East,Ohio,Furniture,Desks,L-Shaped Desk,880.51,2,0.0,1761.02,190.55
ORD-17926,2022-10-04,2022-10-09,Second Class,CUST-2256,Corporate,East,New Jersey,Office Supplies,Binders,Lever Arch File,14.94,2,0.0,29.88,8.54
ORD-17928,2024-03-16,2024-03-23,Standard Class,CUST-6645,Consumer,South,Florida,Furniture,Desks,Corner Desk,791.01,1,0.0,791.01,82.43
ORD-17932,2023-12-27,2023-12-30,Second Class,CUST-7694,Consumer,East,Michigan,Office Supplies,Stationery,Highlighter Pack,19.07,2,0.3,26.7,3.8
ORD-17933,2022-12-17,2022-12-20,First Class,CUST-9641,Consumer,East,Massachusetts,Technology,Accessories,Cable Organizer,99.72,1,0.05,94.73,15.84
ORD-17934,2021-06-09,2021-06-15,Standard Class,CUST-4955,Consumer,South,South Carolina,Furniture,Storage,Filing Cabinet,84.72,3,0.25,190.62,26.98
ORD-17935,2024-08-08,2024-08-13,Standard Class,CUST-6498,Corporate,South,Louisiana,Furniture,Office Chairs,Gaming Chair,603.03,5,0.0,3015.15,414.75
ORD-17937,2021-02-26,2021-03-04,Standard Class,CUST-2575,Corporate,West,Oregon,Furniture,Storage,Bookshelf,320.79,1,0.0,320.79,32.29
ORD-17939,2023-11-20,2023-11-26,Standard Class,CUST-3983,Consumer,South,South Carolina,Furniture,Desks,Corner Desk,461.24,6,0.2,2213.95,201.57
ORD-17943,2021-02-12,2021-02-18,Standard Class,CUST-5268,Consumer,West,Utah,Furniture,Desks,Standing Desk,887.67,1,0.3,621.37,49.94
ORD-17945,2024-12-11,2024-12-17,Standard Class,CUST-2884,Corporate,East,Virginia,Technology,Electronics,Keyboard,795.5,1,0.25,596.62,105.88
ORD-17947,2022-04-07,2022-04-12,Standard Class,CUST-6936,Consumer,West,Nevada,Technology,Phones,Bluetooth Earbuds,775.53,4,0.0,3102.12,828.97
ORD-17948,2021-06-10,2021-06-13,First Class,CUST-2789,Corporate,East,Michigan,Furniture,Desks,Standing Desk,511.4,1,0.1,460.26,28.34
ORD-17949,2021-08-21,2021-08-26,Second Class,CUST-1134,Corporate,South,Louisiana,Office Supplies,Paper,Cardstock,17.94,3,0.3,37.67,6.41
ORD-17954,2023-05-21,2023-05-25,First Class,CUST-8986,Corporate,East,Ohio,Technology,Phones,Bluetooth Earbuds,35.26,2,0.25,52.89,7.64
ORD-17957,2024-03-20,2024-03-27,Standard Class,CUST-7374,Corporate,Central,Indiana,Technology,Accessories,Charging Pad,14.92,1,0.0,14.92,3.23
ORD-17962,2024-09-05,2024-09-12,Standard Class,CUST-4899,Consumer,West,Arizona,Technology,Accessories,Cable Organizer,59.79,1,0.0,59.79,16.06
ORD-17963,2023-09-19,2023-09-24,Standard Class,CUST-5053,Home Office,Central,Kansas,Furniture,Desks,Standing Desk,1063.01,3,0.3,2232.32,98.72
ORD-17964,2023-11-16,2023-11-20,First Class,CUST-2155,Home Office,East,Massachusetts,Furniture,Office Chairs,Gaming Chair,785.26,1,0.05,746.0,37.47
ORD-17969,2024-07-28,2024-08-01,First Class,CUST-2110,Corporate,Central,Minnesota,Office Supplies,Paper,Poster Paper,26.54,1,0.1,23.89,3.72
ORD-17974,2024-10-06,2024-10-12,Standard Class,CUST-6441,Consumer,Central,Illinois,Furniture,Storage,Filing Cabinet,303.15,5,0.3,1061.02,100.41
ORD-17976,2023-09-27,2023-10-03,Standard Class,CUST-3306,Consumer,South,North Carolina,Technology,Electronics,Webcam,1139.12,1,0.0,1139.12,146.36
ORD-17981,2023-04-17,2023-04-21,First Class,CUST-2337,Consumer,Central,Kansas,Furniture,Storage,Display Rack,106.82,2,0.0,213.64,39.12
ORD-17982,2023-02-05,2023-02-12,Standard Class,CUST-5876,Consumer,East,Virginia,Office Supplies,Binders,Presentation Folder,22.14,2,0.0,44.28,15.33
ORD-17987,2023-10-20,2023-10-26,Standard Class,CUST-2163,Consumer,West,Colorado,Furniture,Office Chairs,Ergonomic Chair,396.22,1,0.3,277.35,14.65
ORD-17991,2024-04-18,2024-04-22,Second Class,CUST-9466,Consumer,Central,Minnesota,Furniture,Office Chairs,Gaming Chair,182.19,1,0.0,182.19,20.61
ORD-17995,2023-05-21,2023-05-23,First Class,CUST-6272,Home Office,West,California,Office Supplies,Paper,Cardstock,9.42,4,0.1,33.91,10.4
ORD-17996,2022-09-25,2022-09-27,Same Day,CUST-1217,Consumer,West,Oregon,Office Supplies,Binders,Lever Arch File,4.76,2,0.1,8.57,1.91
ORD-17997,2023-12-10,2023-12-16,Standard Class,CUST-6651,Home Office,East,Michigan,Technology,Electronics,Webcam,1429.72,2,0.0,2859.44,405.09
ORD-18002,2022-09-25,2022-10-01,Standard Class,CUST-5706,Home Office,West,California,Furniture,Storage,Storage Box,290.73,2,0.25,436.1,70.45
ORD-18004,2021-08-15,2021-08-20,Standard Class,CUST-7841,Home Office,West,Arizona,Furniture,Office Chairs,Ergonomic Chair,858.54,1,0.0,858.54,47.69
ORD-18006,2023-03-02,2023-03-04,First Class,CUST-8482,Consumer,East,Ohio,Technology,Accessories,Charging Pad,44.76,4,0.25,134.28,30.56
ORD-18011,2024-05-12,2024-05-15,First Class,CUST-7294,Home Office,East,Maryland,Office Supplies,Binders,Lever Arch File,14.76,1,0.2,11.81,2.78
ORD-18015,2024-07-10,2024-07-15,Standard Class,CUST-5279,Consumer,West,Utah,Office Supplies,Paper,Poster Paper,17.33,1,0.0,17.33,3.79
ORD-18018,2022-09-19,2022-09-26,Standard Class,CUST-6101,Consumer,South,Tennessee,Office Supplies,Stationery,Sticky Notes,13.59,2,0.1,24.46,7.29
ORD-18021,2021-01-21,2021-01-24,Second Class,CUST-8223,Consumer,East,Maryland,Technology,Electronics,Headphones,1095.73,2,0.05,2081.89,417.28
ORD-18022,2021-12-22,2021-12-29,Standard Class,CUST-8569,Consumer,South,Tennessee,Technology,Phones,Smartphone Lite,207.56,1,0.25,155.67,34.81
ORD-18026,2021-01-27,2021-01-31,Second Class,CUST-3543,Consumer,East,New York,Office Supplies,Binders,Presentation Folder,20.91,5,0.3,73.18,13.46
ORD-18030,2024-05-07,2024-05-13,Standard Class,CUST-9284,Corporate,East,Connecticut,Technology,Phones,Phone Case,486.81,5,0.3,1703.84,308.72
ORD-18031,2023-01-11,2023-01-17,Standard Class,CUST-3663,Corporate,East,Pennsylvania,Office Supplies,Binders,Presentation Folder,9.86,3,0.2,23.66,5.9
ORD-18036,2023-02-07,2023-02-13,Standard Class,CUST-3292,Corporate,Central,Iowa,Office Supplies,Binders,Ring Binder,4.61,1,0.25,3.46,0.64
ORD-18041,2023-06-14,2023-06-14,Same Day,CUST-9126,Corporate,South,Louisiana,Office Supplies,Binders,Document Wallet,23.85,1,0.0,23.85,4.66
ORD-18046,2024-10-06,2024-10-09,First Class,CUST-7058,Consumer,East,Massachusetts,Technology,Accessories,Power Bank,46.06,3,0.05,131.27,18.97
ORD-18050,2024-07-06,2024-07-11,Standard Class,CUST-9426,Consumer,East,New Jersey,Technology,Phones,Bluetooth Earbuds,419.54,4,0.1,1510.34,309.22
ORD-18053,2023-02-05,2023-02-11,Standard Class,CUST-5861,Consumer,East,Ohio,Office Supplies,Stationery,Notebook,3.11,2,0.25,4.67,0.93
ORD-18057,2024-03-13,2024-03-15,Same Day,CUST-9966,Corporate,East,Connecticut,Office Supplies,Stationery,Notebook,16.57,1,0.2,13.26,3.31
ORD-18062,2023-10-22,2023-10-25,First Class,CUST-7247,Corporate,East,New Jersey,Technology,Electronics,Keyboard,1549.68,1,0.0,1549.68,347.03
ORD-18065,2024-02-21,2024-02-28,Standard Class,CUST-3760,Corporate,West,Arizona,Office Supplies,Binders,Document Wallet,34.74,1,0.25,26.05,4.12
ORD-18067,2024-09-04,2024-09-09,Standard Class,CUST-3705,Consumer,East,Virginia,Office Supplies,Paper,Cardstock,19.65,2,0.0,39.3,9.61
ORD-18072,2022-05-08,2022-05-11,First Class,CUST-3520,Corporate,East,Michigan,Furniture,Desks,Foldable Desk,601.85,2,0.3,842.59,42.61
ORD-18076,2021-05-02,2021-05-08,Standard Class,CUST-1054,Corporate,East,Massachusetts,Furniture,Desks,Writing Desk,688.33,5,0.05,3269.57,593.31
ORD-18079,2023-12-09,2023-12-14,Standard Class,CUST-7417,Corporate,South,Georgia,Furniture,Desks,Standing Desk,302.59,3,0.0,907.77,90.75
ORD-18080,2024-10-28,2024-10-30,First Class,CUST-4935,Home Office,South,Texas,Furniture,Desks,L-Shaped Desk,363.8,1,0.0,363.8,20.49
ORD-18083,2024-02-16,2024-02-18,First Class,CUST-2489,Home Office,East,Massachusetts,Office Supplies,Binders,Ring Binder,15.84,1,0.0,15.84,4.79
ORD-18086,2021-06-07,2021-06-12,Standard Class,CUST-6404,Consumer,Central,Missouri,Office Supplies,Stationery,Stapler,12.97,3,0.0,38.91,10.79
ORD-18091,2021-10-23,2021-10-28,Standard Class,CUST-3806,Consumer,East,Connecticut,Office Supplies,Stationery,Notebook,4.01,1,0.25,3.01,0.67
ORD-18095,2021-12-19,2021-12-25,Standard Class,CUST-2909,Consumer,South,Georgia,Technology,Electronics,Keyboard,476.04,1,0.15,404.63,103.19
ORD-18098,2021-10-10,2021-10-15,Second Class,CUST-2132,Consumer,Central,Missouri,Furniture,Storage,Display Rack,309.14,2,0.15,525.54,40.02
ORD-18102,2021-07-13,2021-07-18,Standard Class,CUST-3684,Corporate,East,Massachusetts,Technology,Phones,Smartphone Pro,1094.58,3,0.15,2791.18,484.59
ORD-18107,2023-10-18,2023-10-21,First Class,CUST-4182,Consumer,East,Massachusetts,Furniture,Storage,Filing Cabinet,100.6,3,0.0,301.8,46.38
ORD-18109,2022-08-28,2022-08-28,Same Day,CUST-3676,Consumer,East,Connecticut,Furniture,Storage,Filing Cabinet,101.02,5,0.15,429.33,30.38
ORD-18111,2024-11-27,2024-12-01,First Class,CUST-6544,Corporate,West,California,Furniture,Desks,Standing Desk,295.9,1,0.0,295.9,22.42
ORD-18113,2023-03-27,2023-04-03,Standard Class,CUST-7799,Consumer,East,New Jersey,Technology,Phones,Bluetooth Earbuds,295.23,4,0.15,1003.78,116.56
ORD-18118,2024-10-18,2024-10-20,First Class,CUST-6983,Consumer,South,North Carolina,Technology,Phones,Feature Phone,272.45,2,0.3,381.43,72.31
ORD-18120,2022-05-16,2022-05-23,Standard Class,CUST-3980,Corporate,East,New York,Technology,Electronics,SSD Drive,1282.82,1,0.25,962.12,118.41
ORD-18123,2024-06-17,2024-06-21,Second Class,CUST-2605,Corporate,East,Ohio,Technology,Phones,Smartphone Pro,363.6,3,0.15,927.18,126.0
ORD-18125,2021-11-19,2021-11-23,Second Class,CUST-6454,Consumer,West,Colorado,Office Supplies,Paper,Labels Sheet,51.44,4,0.0,205.76,61.57
ORD-18129,2023-12-24,2023-12-30,Standard Class,CUST-3340,Home Office,South,Tennessee,Office Supplies,Binders,Document Wallet,15.01,1,0.1,13.51,4.44
ORD-18132,2022-01-27,2022-01-31,Second Class,CUST-7951,Consumer,South,South Carolina,Furniture,Storage,Display Rack,216.21,1,0.0,216.21,18.87
ORD-18135,2022-10-11,2022-10-16,Standard Class,CUST-4615,Home Office,East,Connecticut,Office Supplies,Paper,Cardstock,12.71,1,0.0,12.71,2.66
ORD-18140,2021-09-26,2021-09-30,Second Class,CUST-1494,Home Office,Central,Wisconsin,Furniture,Desks,Corner Desk,875.82,5,0.3,3065.37,226.99
ORD-18143,2024-04-28,2024-05-04,Standard Class,CUST-7247,Consumer,Central,Kansas,Technology,Electronics,Monitor,564.57,2,0.0,1129.14,214.06
ORD-18148,2023-10-15,2023-10-20,Second Class,CUST-5751,Consumer,East,Michigan,Furniture,Office Chairs,Ergonomic Chair,201.89,1,0.0,201.89,19.01
ORD-18152,2023-10-17,2023-10-24,Standard Class,CUST-2011,Home Office,South,Tennessee,Furniture,Storage,Drawer Unit,46.12,1,0.0,46.12,8.02
ORD-18153,2023-03-10,2023-03-17,Standard Class,CUST-2202,Home Office,East,Massachusetts,Office Supplies,Binders,Document Wallet,33.69,1,0.1,30.32,4.81
ORD-18157,2021-10-07,2021-10-14,Standard Class,CUST-8055,Consumer,West,Arizona,Office Supplies,Stationery,Pen Set,19.86,1,0.2,15.89,3.33
ORD-18158,2022-08-11,2022-08-16,Standard Class,CUST-3557,Consumer,Central,Kansas,Furniture,Desks,Standing Desk,465.83,1,0.25,349.37,37.03
ORD-18159,2022-11-23,2022-11-29,Standard Class,CUST-5313,Home Office,West,Nevada,Furniture,Office Chairs,Ergonomic Chair,784.55,1,0.15,666.87,87.87
ORD-18160,2023-12-28,2024-01-03,Standard Class,CUST-9179,Consumer,East,Pennsylvania,Furniture,Desks,Writing Desk,415.45,3,0.0,1246.35,155.19
ORD-18165,2024-03-27,2024-03-27,Same Day,CUST-8020,Corporate,East,New York,Furniture,Desks,Standing Desk,748.79,1,0.0,748.79,120.52
ORD-18166,2023-08-24,2023-08-29,Standard Class,CUST-5405,Consumer,East,Massachusetts,Office Supplies,Paper,A4 Paper Ream,50.82,2,0.0,101.64,34.43
ORD-18171,2023-11-05,2023-11-10,Second Class,CUST-6495,Consumer,East,Michigan,Technology,Accessories,Cable Organizer,30.32,2,0.1,54.58,12.3
ORD-18176,2021-06-27,2021-07-03,Standard Class,CUST-8102,Corporate,Central,Indiana,Furniture,Desks,Writing Desk,844.78,2,0.3,1182.69,191.53
ORD-18180,2021-09-25,2021-09-30,Standard Class,CUST-7980,Home Office,Central,Arkansas,Office Supplies,Binders,Ring Binder,25.66,2,0.1,46.19,8.24
ORD-18182,2023-02-17,2023-02-22,Standard Class,CUST-4587,Consumer,West,Nevada,Office Supplies,Paper,Envelope Pack,32.68,3,0.15,83.33,12.85
ORD-18187,2024-06-08,2024-06-15,Standard Class,CUST-3474,Consumer,South,Florida,Office Supplies,Paper,Poster Paper,26.31,1,0.0,26.31,6.29
ORD-18192,2024-08-02,2024-08-05,First Class,CUST-1326,Consumer,Central,Kansas,Office Supplies,Binders,Lever Arch File,33.48,1,0.0,33.48,11.57
ORD-18194,2024-03-13,2024-03-17,Second Class,CUST-4387,Consumer,East,Massachusetts,Furniture,Storage,Display Rack,46.4,2,0.05,88.16,15.75
ORD-18199,2024-05-26,2024-06-02,Standard Class,CUST-1797,Corporate,Central,Kansas,Technology,Phones,Bluetooth Earbuds,785.34,2,0.15,1335.08,312.49
ORD-18200,2024-11-19,2024-11-25,Standard Class,CUST-6105,Consumer,East,Massachusetts,Technology,Accessories,Cable Organizer,118.19,5,0.2,472.76,114.24
ORD-18205,2021-03-12,2021-03-19,Standard Class,CUST-2510,Consumer,South,Louisiana,Office Supplies,Stationery,Sticky Notes,30.81,2,0.0,61.62,14.67
ORD-18206,2022-01-17,2022-01-22,Standard Class,CUST-2533,Home Office,East,Michigan,Technology,Phones,Phone Case,1009.97,1,0.25,757.48,109.13
ORD-18209,2021-07-09,2021-07-11,Same Day,CUST-8303,Home Office,South,Alabama,Furniture,Desks,Standing Desk,1070.8,3,0.0,3212.4,320.79
ORD-18212,2021-03-13,2021-03-20,Standard Class,CUST-8243,Consumer,South,Georgia,Office Supplies,Binders,Document Wallet,5.83,1,0.1,5.25,1.3
ORD-18213,2022-10-08,2022-10-11,First Class,CUST-9488,Corporate,Central,Iowa,Office Supplies,Stationery,Binder,13.52,2,0.0,27.04,6.74
ORD-18214,2021-09-04,2021-09-09,Standard Class,CUST-7635,Consumer,East,Ohio,Furniture,Storage,Bookshelf,195.86,3,0.1,528.82,93.44
ORD-18217,2024-06-04,2024-06-11,Standard Class,CUST-1786,Corporate,South,Texas,Furniture,Desks,Foldable Desk,218.48,4,0.1,786.53,72.38
ORD-18220,2021-03-05,2021-03-11,Standard Class,CUST-1305,Corporate,East,Connecticut,Office Supplies,Binders,Presentation Folder,25.38,4,0.0,101.52,23.99
ORD-18224,2024-06-10,2024-06-17,Standard Class,CUST-6194,Corporate,East,New York,Technology,Phones,Smartphone Pro,417.38,1,0.0,417.38,97.32
ORD-18229,2023-04-19,2023-04-21,First Class,CUST-4822,Home Office,West,Utah,Office Supplies,Binders,Clear Sleeve,31.18,5,0.3,109.13,14.71
ORD-18234,2022-09-28,2022-10-04,Standard Class,CUST-2014,Consumer,East,Ohio,Furniture,Storage,Drawer Unit,320.24,1,0.0,320.24,45.82
